adjudication_status,annotator_id,candidate_confidence,candidate_event_chain_stage,candidate_evidence_ids,candidate_id,candidate_opinion,candidate_rationale,candidate_sentiment,candidate_stakeholder,chain_confidence,edit_reason,event_id,event_name,evidence_ids,evidence_quotes,evidence_texts,exclusion_reason,gold_event_chain_order,gold_event_chain_stage,gold_evidence_ids,gold_notes,gold_opinion,gold_rationale,gold_sentiment,gold_stakeholder,gold_support_label,human_decision,issue_flags,missing_stages,notes,opinion,rationale,review_status,reviewer_id,sentiment,source_type,stakeholder,support_label,tuple_id,verification_label,verification_rationale,verification_score
,,0.9,resolution,ev-00209,E005_SOA_002,投诉物业收费标准高与服务不匹配,物业评分85.7分却收费1.98元，高于相近评分小区的1.5元,negative,业主,0.6944,,E005,某地物业费上涨引发业主维权,ev-00209,盛安物业对于兴盛铭仕城三期的收费标准在1.98元/平方米;与它得分相近的龙门小区、力高阳光海岸的物业收费都在1.5元/平方米左右;作为三期的业主...收费标准之高与评价得分之低，正能反应出该物业公司确实存在服务质量差，收费标准高的现实情况,标 题 兴盛铭仕城物业收费标准与服务严重不符 办 件 分 类 投诉 内 容 高新区规划国土建设局公布了上半年物业服务质量的评价结果，盛安物业得分为85.7分，与它得分相近的龙门小区、力高阳光海岸的物业收费都在1.5元/平方米左右，而盛安物业对于兴盛铭仕城三期的收费标准在1.98元/平方米，收费标准之高与评价得分之低，正能反应出该物业公司确实存在服务质量差，收费标准高的现实情况。作为三期的业主，在小区生活的这几年，能深切感受到盛安物业在小区管理上的不专业、不用心，草台班子地头蛇习气甚为严重。比如，小区内卫生不达标（楼...,not_final_human_decision,,resolution,ev-00209,,投诉物业收费标准高与服务不匹配,物业评分85.7分却收费1.98元，高于相近评分小区的1.5元,negative,业主,supported,need_review,no_issue,diffusion;follow_up,,投诉物业收费标准高与服务不匹配,物业评分85.7分却收费1.98元，高于相近评分小区的1.5元,unreviewed,,negative,system_candidate,业主,supported,E005_SOA_002,supported,证据中业主明确投诉物业收费标准高与服务不匹配，并提供了具体评分和收费数据，支持观点、情绪和依据。,1.0
,,0.9,resolution,ev-00216,E005_SOA_003,对法院调解结果表示满意和感谢,业委会代表收到全额案款并设立公益基金，感谢法官,positive,业委会,0.6944,,E005,某地物业费上涨引发业主维权,ev-00216,臧法官，您调解的那起涉数千万元纠纷的案款，我们业委会已经全额收到了！钱一到账，我们马上设立了小区公益基金专户，现在已经开始用于公共区域的维护和升级了。真的太感谢您了！,5000万元物业费官司，解了！ 来源：人民法院报 发布时间：2026-01-09 08:46:30 字号： 小大 打印本页 冬日上午，阳光笔直地照进上海市长宁区人民法院的接待大厅，幸福小区（化名）业委会代表王大叔见到民事审判庭法官臧佳俊，便起身迎了上去。 '臧法官，您调解的那起涉数千万元纠纷的案款，我们业委会已经全额收到了！钱一到账，我们马上设立了小区公益基金专户，现在已经开始用于公共区域的维护和升级了。真的太感谢您了！'王大叔的声音里透着由衷的感激。 臧佳俊被这突如其来的感谢和好消息所触动，脸上露出了欣慰的笑容。...,not_final_human_decision,,resolution,ev-00216,,对法院调解结果表示满意和感谢,业委会代表收到全额案款并设立公益基金，感谢法官,positive,业委会,supported,need_review,no_issue,diffusion;follow_up,,对法院调解结果表示满意和感谢,业委会代表收到全额案款并设立公益基金，感谢法官,unreviewed,,positive,system_candidate,业委会,supported,E005_SOA_003,supported,证据中业委会代表明确表达感谢并确认收到全额案款和设立公益基金，支持了观点、情绪和依据。,1.0
,,0.9,trigger,ev-00203,E005_SOA_004,认为物业费上涨未通知不合理,业主反映物业费从1.23涨至1.43元未提前张贴通知,negative,业主,0.6944,,E005,某地物业费上涨引发业主维权,ev-00203,反映今年他们去交物业费时，才知道物业费每平方米涨了0.20元，可是之前也没有看到物业公司张贴通知;住户觉得物业的这种做法不合理,物业费说涨就涨业主可举报 来源： 西宁晚报 发布时间： 2015-11-30 09:26 编辑： 马燕燕 近日，家住七一路龙华雅苑的部分住户给打来电话，反映今年他们去交物业费时，才知道物业费每平方米涨了0.20元，可是之前也没有看到物业公司张贴通知，住户觉得物业的这种做法不合理。 市民反映 据业主张先生反映，去年该小区的物业费是每平方米1.23元，前段时间他去交今年的物业费时，物业工作人员告诉他，从今年7月份开始，物业费需按每平方米1.43元交纳。虽然物业费涨幅不大，但物业公司是不是应该提前征求一下业主的意见，或者...,not_final_human_decision,,trigger,ev-00203,,认为物业费上涨未通知不合理,业主反映物业费从1.23涨至1.43元未提前张贴通知,negative,业主,supported,need_review,no_issue,diffusion;follow_up,,认为物业费上涨未通知不合理,业主反映物业费从1.23涨至1.43元未提前张贴通知,unreviewed,,negative,system_candidate,业主,supported,E005_SOA_004,supported,证据中明确有业主反映物业费从1.23元涨至1.43元且未提前通知，认为不合理，情绪为负面，与候选元组完全一致。,1.0
,,0.9,response,ev-00271,E006_SOA_001,棚改项目8年未完工，过渡费拖欠且要求补差价不合理,天眼问政报道回迁户反映项目逾期8年，过渡费拖欠，拆迁方单方面变更合同要求补差价,negative,回迁居民,0.5664,,E006,某市棚户区改造延期交付争议,ev-00271,项目历时8年仍未完工;过渡费长期拖欠;拆迁方单方面变更合同约定的房屋结构及面积，要求回迁户为增加的面积补交差价,【天眼问政】棚改8年仍未完工？回迁户：过渡费拖欠，还要补新增面积差价 天眼新闻 2026-04-15 21:48 近日，贵州日报'天眼问政'栏目收到市民王女士反映，贵阳市盐务街特色创新功能区棚户区改造项目历时8年仍未完工，回迁过渡费长期拖欠，且拆迁方单方面变更合同约定的房屋结构及面积，要求回迁户为增加的面积补交差价。希望相关部门能给予合理处理。 4月2日16时许，记者进行了实地走访。因该项目入口处设置了门禁，且入口处保安亭无人值守，记者无法进入项目内部。沿着项目外围走访并登高眺望，记者发现该项目已有多栋楼房主体结构...,not_final_human_decision,,response,ev-00271,,棚改项目8年未完工，过渡费拖欠且要求补差价不合理,天眼问政报道回迁户反映项目逾期8年，过渡费拖欠，拆迁方单方面变更合同要求补差价,negative,回迁居民,supported,need_review,no_issue,diffusion;follow_up,,棚改项目8年未完工，过渡费拖欠且要求补差价不合理,天眼问政报道回迁户反映项目逾期8年，过渡费拖欠，拆迁方单方面变更合同要求补差价,unreviewed,,negative,system_candidate,回迁居民,supported,E006_SOA_001,supported,证据完全支持候选元组：证据明确提到回迁居民反映项目8年未完工、过渡费拖欠、拆迁方单方面变更合同要求补差价，与stakeholder、opinion、rationale一致，且sentiment为negative（居民表达困扰与不满）。,1.0
,,0.8,response,ev-00254,E006_SOA_002,棚改房长期延期无法交付，要求政府督促责任方,业主反映洞口县园艺场棚改项目长期延期，房屋无法交付，恳请介入调查,negative,回迁居民,0.5664,,E006,某市棚户区改造延期交付争议,ev-00254,洞口县园艺场棚改房项目长期延期，房屋迟迟无法交付;恳请高度重视并介入调查，督促相关责任方,洞口县园艺场棚改房项目长期延期，房屋迟迟无法交付 网友2022051208357337 2026-02-04 10:43:33 尊敬的领导： 您好！ 我是[湖南省邵阳市洞口县园艺场棚改房]的业主/住户，现就该改造项目长期延期，迟迟无法交付房屋的严重问题，向贵部门提出正式信访，恳请高度重视并介入调查，督促相关责任方切实履行承诺，保障我们的基本居住权益。 一、事实与问题陈述 邵阳市洞口县园艺场棚改房作为一项重要的民生工程，旨在改善居民居住条件。我们积极响应并配合改造工作，但项目推进过程严重滞后，交房日期一再拖延，六年了...,not_final_human_decision,,response,ev-00254,,棚改房长期延期无法交付，要求政府督促责任方,业主反映洞口县园艺场棚改项目长期延期，房屋无法交付，恳请介入调查,negative,回迁居民,supported,need_review,stakeholder_not_supported,diffusion;follow_up,,棚改房长期延期无法交付，要求政府督促责任方,业主反映洞口县园艺场棚改项目长期延期，房屋无法交付，恳请介入调查,unreviewed,,negative,system_candidate,回迁居民,supported,E006_SOA_002,supported,证据中业主明确反映棚改房长期延期无法交付，并要求政府督促责任方，与候选元组完全一致。,1.0
,,0.9,resolution,ev-00297,E006_SOA_003,针对棚改居民逾期未回迁问题落实巡察整改,安阳市住建局党组发布整改报告，落实市委巡察组关于拆迁安置工作的反馈意见,neutral,住建部门,0.5664,,E006,某市棚户区改造延期交付争议,ev-00297,中共安阳市住房和城乡建设局党组关于落实市委第一巡察组专项巡察市住建局拆迁安置工作反馈意见的整改报告,发布机构： 颍州区房屋征收管理中心 组配分类： 政策解读咨询 标题： 【上级解读】阜阳市房屋管理局局长吴开义关于棚户区改造政策解读 文号： 无 信息来源： 阜阳市房屋管理局 有效性： 有效 成文日期： 2020-02-07 发布日期： 2020-02-07 【上级解读】阜阳市房屋管理局局长吴开义关于棚户区改造政策解读 发布时间：2020-02-07 10:10 来源：阜阳市房屋管理局 浏览次数： 1011 字体：[大 中 小] 近年来，在市委、市政府的坚强领导下，阜阳市房屋管理局牢固树立'四个意识'，紧紧围绕全市经...,not_final_human_decision,,resolution,ev-00297,,针对棚改居民逾期未回迁问题落实巡察整改,安阳市住建局党组发布整改报告，落实市委巡察组关于拆迁安置工作的反馈意见,neutral,住建部门,supported,need_review,no_issue,diffusion;follow_up,,针对棚改居民逾期未回迁问题落实巡察整改,安阳市住建局党组发布整改报告，落实市委巡察组关于拆迁安置工作的反馈意见,unreviewed,,neutral,system_candidate,住建部门,supported,E006_SOA_003,supported,证据直接来源为安阳市住建局党组发布的整改报告，明确针对棚改居民逾期未回迁问题落实巡察整改，与候选元组完全一致。,1.0
,,0.8,resolution,ev-00299,E006_SOA_004,开展棚户区改造安置房逾期未交付自查,根据自治区住建厅要求，组织自查并通报,neutral,住建部门,0.5664,,E006,某市棚户区改造延期交付争议,ev-00299,根据自治区住建厅《关于开展棚户区改造安置房逾期未交付使用项目自查工作的通知》（桂保障〔2017〕17号）的要求，我市高度重视该项工作，组织各县区及有关单位开展了棚户区逾期未交付使用项目的自查工作，现将自查情况通报如下,阜阳市房屋管理局局长吴开义关于棚户区改造政策解读 近年来，在市委、市政府的坚强领导下，阜阳市房屋管理局牢固树立 '四个意识'，紧紧围绕全市经济社会发展大局，抢抓棚户区改造这一国家重大民生和发展工程的政策机遇，坚持一手抓加快 改善群众居住条件 ，一手抓加速提升城市人居环境，在连续三年阜阳棚户区改造任务量占全省总量五分之一的情况下，新开工、基本建成、分配入住等考核指标每年都位居全省前列。全市近年来累计改造棚户区 34.8万套(户)，通过棚户区改造融资、上级奖补、发债等渠道争取了各类资金800多亿元，争取土地指标1248...,not_final_human_decision,,resolution,ev-00299,,开展棚户区改造安置房逾期未交付自查,根据自治区住建厅要求，组织自查并通报,neutral,住建部门,supported,need_review,no_issue,diffusion;follow_up,,开展棚户区改造安置房逾期未交付自查,根据自治区住建厅要求，组织自查并通报,unreviewed,,neutral,system_candidate,住建部门,supported,E006_SOA_004,supported,证据明确说明根据自治区住建厅要求组织自查并通报，与候选元组中观点、情绪、依据一致。,1.0
,,0.85,conflict,ev-00324,E007_SOA_001,物业收费不合理，无管理仍收费,网友留言称物业在不提供管理服务时仍收取停车费,negative,业主,0.7206,,E007,某小区停车位规划调整争议,ev-00324,没交接车位，没停车，物业也没管理车位，车进不去停车场依然要收费;我认为这非常不合理;没享受到服务凭什么要缴纳服务费,车位不能捆绑销售 开发商玩起'天价月租'逼你买 金羊网-新快报 作者：何璐诗 2026-04-24 尽管楼盘捆绑销售车位的现象有所减少，部分开发商却通过高价月租、限制月租车位数量等方式，变相强迫业主购买车位。 ■'好房子'理念的落地离不开高品质配套的支撑，其中停车位作为影响居住体验的关键要素，备受购房者关注。 近日，《关于支持高品质住宅建设的若干意见》（俗称'好房子28条'）正式落地，政策明确支持小区利用自有用地建设地下公共停车场，无需单独申请规划条件，相关面积不计入容积率，同时优化地下车库规划核实与确权登记流程，...,not_final_human_decision,,conflict,ev-00324,,物业收费不合理，无管理仍收费,网友留言称物业在不提供管理服务时仍收取停车费,negative,业主,supported,need_review,no_issue,diffusion;follow_up,,物业收费不合理，无管理仍收费,网友留言称物业在不提供管理服务时仍收取停车费,unreviewed,,negative,system_candidate,业主,supported,E007_SOA_001,supported,证据中网友留言明确抱怨物业收费不合理，且提到物业未提供管理服务仍收费，与候选元组中的观点和依据完全吻合。,1.0
,,0.85,conflict,ev-00329,E007_SOA_002,停车费大涨不能由物业单方决定,法治日报报道小区停车费大涨引发纠纷，业主堵门,negative,业主,0.7206,,E007,某小区停车位规划调整争议,ev-00329,小区停车费大涨，岂能物业公司一方说了算;部分业主以堵门方式表达诉求;物业公司调整停车费不经过业主同意，发个通知说改就改，合法吗;业主共有车位定价权由业主大会或业主委员会行使，物业公司无权单方面决定,荆州市纪委党风政风监督室/荆州新闻网 合办 业主有家不能回，临时公共车位被强行收费 公安县梅园大道翰颐园小区一期规划没有地下车库，也无地面临时停车位，近240户业主小车没地方停，经上级领导视察，为解决民生问题，同意在内部公共道路上新增50个小车车位（不影响消防通道），解决业主临时停车与出行便利问题，但翰颐园业委会在未召开一期业主大会的情况，单方面签字盖章，且通知红八号物业公司采取车位年租与按小时收费的方式，并告知到业主群需交费才能小区停车，此举严重损害一期业主的共同利益，将上级领导解决民生问题工程，变为部分单位谋利...,not_final_human_decision,,conflict,ev-00329,,停车费大涨不能由物业单方决定,法治日报报道小区停车费大涨引发纠纷，业主堵门,negative,业主,supported,need_review,no_issue,diffusion;follow_up,,停车费大涨不能由物业单方决定,法治日报报道小区停车费大涨引发纠纷，业主堵门,unreviewed,,negative,system_candidate,业主,supported,E007_SOA_002,supported,证据中明确提到小区停车费大涨引发纠纷，业主堵门，且有业主质疑物业单方涨价，专家指出业主共有车位物业无权单方决定，支持了候选观点和负面情绪。,0.9
,,0.85,resolution,ev-00327;ev-00328,E007_SOA_003,临时车位被强行收费，有家不能回,业主反映新增临时车位被业委会单方面违规收费,negative,业主,0.7206,,E007,某小区停车位规划调整争议,ev-00327;ev-00328,业主苦不堪言有家不能回，临时车位强行收费;业委会在未召开一期业主大会的情况，单方面签字盖章，且通知红八号物业公司采取车位年租与按小时收费的方式;一期业主强烈不满,'三治'融合聚'三力' 停车收费不再'扯皮' 胡虹 来源：看万州 编辑：万州专题数据迁移 2025-03-25 18:19:18 春日暖阳洒在百安坝街道扁寨社区郦景蓝湾小区，地下车库新铺设的地坪漆在光影中泛起微光。3月25日，小区居民刘先生将车稳稳停入车位后，径直走向物业大厅，爽快地缴纳了一年的停车费。他直言：'小区停车位收费从每 春日暖阳洒在百安坝街道扁寨社区郦景蓝湾小区，地下车库新铺设的地坪漆在光影中泛起微光。3月25日，小区居民刘先生将车稳稳停入车位后，径直走向物业大厅，爽快地缴纳了一年的停车费。他直言：'小...;诉求人: 甘** 诉求编号: 206978 诉求时间: 2024-09-06 办结时限: - 处理状态: 已办结 业主苦不堪言有家不能回，临时车位强行收费 公安县梅园大道翰颐园小区一期规划没有地下车库，也无地面临时停车位，近240户业主小车没地方停，经上级领导视察，为解决民生问题，同意在内部公共道路上新增50个小车车位（不影响消防通道），解决业主临时停车与出行便利问题，但翰颐园业委会在未召开一期业主大会的情况，单方面签字盖章，且通知红八号物业公司采取车位年租与按小时收费的方式，并告知到业主群需交费才能小区停车，此举...,not_final_human_decision,,resolution,ev-00327;ev-00328,,临时车位被强行收费，有家不能回,业主反映新增临时车位被业委会单方面违规收费,negative,业主,supported,need_review,no_issue,diffusion;follow_up,,临时车位被强行收费，有家不能回,业主反映新增临时车位被业委会单方面违规收费,unreviewed,,negative,system_candidate,业主,supported,E007_SOA_003,supported,证据中明确记录了业主反映'临时车位强行收费'和'有家不能回'，且提到了业委会未召开业主大会单方面收费，完全支持候选元组中的主体、观点、情绪和依据。,1.0
,,0.8,response,ev-00335,E007_SOA_004,业主圈占车位砌墙属违建已停工,物业回应称业主未报备，已阻止施工等待处理方案,neutral,物业公司,0.7206,,E007,某小区停车位规划调整争议,ev-00335,他那个是违建，我们今天已经让他停工了;他动工前没有向物业报备;我们物业现在有巡逻的人员不让他施工,标 题 栖里凤台山庄物业违规设置停车位 办 件 分 类 内 容 栖里凤台山庄物业违规在38到40号楼地下停车场，消防通道及人防出入口等区域增画设置停车位，造成正常停放车辆出入困难及影响消防通道，建议主管部门及时制止恢复原状。 处理状态 处理完毕 2024-12-6 10:02:08 答复人 新版市长信箱 答复内容 黄渤海新区管委热线办理回复：立即责成开发区福莱山街道热线办理调查处理。经查，接到您诉求社区工作人员第一时间与物业沟通，物业称栖里凤台山庄住户3000多户，车位只有1500多个，远远无法满足业主的停车需求，...,not_final_human_decision,,response,ev-00335,,业主圈占车位砌墙属违建已停工,物业回应称业主未报备，已阻止施工等待处理方案,neutral,物业公司,supported,need_review,stakeholder_not_supported,diffusion;follow_up,,业主圈占车位砌墙属违建已停工,物业回应称业主未报备，已阻止施工等待处理方案,unreviewed,,neutral,system_candidate,物业公司,supported,E007_SOA_004,supported,证据中物业公司明确回应业主圈占车位砌墙属于违建，已阻止施工并等待处理方案，完全支持候选元组中的观点、情绪和依据。,1.0
,,1.0,trigger,ev-00392,E008_SOA_001,应避免商业化贵族化,专家提出避免过度商业化，保护原住民生活空间,negative,专家,0.3291,,E008,某市历史街区商业化改造争议,ev-00392,专家：避免商业化贵族化,看南通主城老街如何'绣'出烟火繁华 2025-12-18 08:16:00 来源：新华日报 □ 本报记者 贲腾 王世停 寺街、西南营地处国家历史文化名城南通的核心地段，是当地历史最悠久、保存最完整、积淀最深厚的历史文化街区。城市化大潮中，这里一度被'湮没'，乏人问津。'十四五'期间，南通大力实施寺街、西南营保护利用工程，南通市委主要领导一年内四次调研指导，著名诗人舒婷、影星梅婷等名人频频'打卡'，外国友人和网民游客纷纷晒图，让南通主城崇川的老街巷'火'出了圈。 不到600米的寺街首店频开，一铺难求；西南营文化活动好...,not_final_human_decision,,trigger,ev-00392,verification_rationale: 证据支持主体和观点，但未明确支持负面情绪，且理由中'保护原住民生活空间'未在直接引语中体现。; issue_flags: sentiment_not_supported;rationale_not_supported,应避免商业化贵族化,专家提出避免过度商业化，保护原住民生活空间,negative,专家,partially_supported,need_review,sentiment_not_supported;rationale_not_supported,diffusion;response;follow_up,,应避免商业化贵族化,专家提出避免过度商业化，保护原住民生活空间,unreviewed,,negative,system_candidate,专家,partially_supported,E008_SOA_001,partially_supported,证据支持主体和观点，但未明确支持负面情绪，且理由中'保护原住民生活空间'未在直接引语中体现。,0.6
,,1.0,unknown,ev-00354,E008_SOA_002,老街改造后游客增多，非遗体验受欢迎,面塑艺人表示游客和体验非遗的人数增加,positive,原住民,0.3291,,E008,某市历史街区商业化改造争议,ev-00354,'老街穿上‘新装’后，大批游客前来观光，来工作室体验非遗文化的游客也多了起来。';面塑艺人梁岗子笑着告诉记者,【城市更新案例】景德镇陶阳里旧改的'新生密码' 发布日期：2025-12-08 实施城市更新行动，是推动城市高质量发展、不断满足人民美好生活需要的重要举措。中建集团深度服务城市更新行动，下足'绣花功夫'扎实推进传承历史文脉，推动城市高质量发展，旗下中建一局景德镇陶阳里历史文化街区项目创新实施旧改'1+3+6+N'模式，聚焦历史文化街区改造中的保护与发展难题，让千年瓷都在修旧如旧中重绽光彩，让陶瓷文化在活化利用中薪火相传。 △陶阳里历史文化街区 守护与焕新的博弈旧改中如何破解保护与发展的平衡难题？ 历史文化街区改造既...,not_final_human_decision,,unknown,ev-00354,verification_rationale: 证据支持观点和情绪，但stakeholder'原住民'未明确，证据中仅为'面塑艺人'，未明确其为原住民，因此主体部分不完全支持。; issue_flags: stakeholder_not_supported,老街改造后游客增多，非遗体验受欢迎,面塑艺人表示游客和体验非遗的人数增加,positive,原住民,partially_supported,need_review,stakeholder_not_supported,diffusion;response;follow_up,,老街改造后游客增多，非遗体验受欢迎,面塑艺人表示游客和体验非遗的人数增加,unreviewed,,positive,system_candidate,原住民,partially_supported,E008_SOA_002,partially_supported,证据支持观点和情绪，但stakeholder'原住民'未明确，证据中仅为'面塑艺人'，未明确其为原住民，因此主体部分不完全支持。,0.8
,,0.8,conflict,ev-02562,E009_SOA_001,认为青岛城阳共有产权房是变相补贴且爆雷，无法交付,市民在区长信箱投诉，市政公司直接回复“没钱”,negative,购房者,0.448,,E009,某市共有产权房定价争议,ev-02562,青岛城阳区的共有产权房不是真正的共有产权，而是一种变相的购房补贴。;网传青岛某共有产权房'爆雷'，起因是有市民在区长信箱投诉，指其购买的某共有产权房无法交付，而市政公司直接回复'没钱'。,,not_final_human_decision,,conflict,ev-02562,,认为青岛城阳共有产权房是变相补贴且爆雷，无法交付,市民在区长信箱投诉，市政公司直接回复“没钱”,negative,购房者,supported,need_review,no_issue,response;follow_up,,认为青岛城阳共有产权房是变相补贴且爆雷，无法交付,市民在区长信箱投诉，市政公司直接回复“没钱”,unreviewed,,negative,system_candidate,购房者,supported,E009_SOA_001,supported,证据直接支持了购房者认为青岛城阳共有产权房是变相补贴且爆雷、无法交付的观点，以及负面情绪和依据。,1.0
,,0.8,conflict,ev-00488,E010_SOA_001,对夜间通宵施工噪音强烈不满,工地通宵施工产生巨大噪音影响休息,negative,居民,0.4995,,E010,某地老旧小区改造施工扰民投诉,ev-00488,晚上经常通宵施工，支模板，运钢管，锤子砸钉子的声音，钢管扔到地上的声音太大了;好几个晚上了我就没睡着觉,2025昆明极速改造公司排行：93.6%好评率，旧房焕新工期 发布时间：2025-09-16 09:48:52 🚀 目录导航 2025昆明极速改造行业现状 🏆 TOP1 昆明爱居丽装饰：工期压缩60%的颠覆者 **⏱️ TOP2 木菲装饰：高端极速改造专家** 📊 TOP3-10 极速改造公司专项推荐 **✅ 5大避坑指南+5大省时决策攻略** 一、2025昆明极速改造行业现状 工期拖延成装修常态？😱 中国建筑装饰协会数据显示，2025年昆明敢承诺 '超期赔付'的装修公司不足30%！黑猫投诉平台中，65%纠纷源于工...,not_final_human_decision,,conflict,ev-00488,,对夜间通宵施工噪音强烈不满,工地通宵施工产生巨大噪音影响休息,negative,居民,supported,need_review,no_issue,response;follow_up,,对夜间通宵施工噪音强烈不满,工地通宵施工产生巨大噪音影响休息,unreviewed,,negative,system_candidate,居民,supported,E010_SOA_001,supported,居民投诉信明确表达了对夜间通宵施工噪音的强烈不满，与候选元组观点和负面情绪一致，依据也得到证据支持。,1.0
,,0.8,diffusion,ev-00453,E010_SOA_002,施工噪音严重扰民且施工队态度强横,施工噪音影响休息，沟通无人理会,negative,居民,0.4995,,E010,某地老旧小区改造施工扰民投诉,ev-00453,施工噪音严重影响正常休息;施工队伍沟通没有人理会态度强横,中兴小区老旧小区改造反复施工扰民问题 标题： 中兴小区老旧小区改造反复施工扰民问题 2026-01-09 10:33 来信内容： 中兴小区共12栋楼，由于建设初期不是同一开发商整体建设，未做整体规划，导致该小区建成年限不统一，属于历史遗留问题。从2025年起，该小区开始进行老旧小区改造，但仅改造三栋，当时小区居民曾进行过联合签字，向社区申请集体改造，没有得到答复。现今2026年，网格员又在小区群里统计改造计划，又仅改造三栋。《住房和城乡建设部办公厅国家发展改革委办公厅财政部办公厅关于进一步明确城镇老旧小区改造工作要...,not_final_human_decision,,diffusion,ev-00453,,施工噪音严重扰民且施工队态度强横,施工噪音影响休息，沟通无人理会,negative,居民,supported,need_review,no_issue,response;follow_up,,施工噪音严重扰民且施工队态度强横,施工噪音影响休息，沟通无人理会,unreviewed,,negative,system_candidate,居民,supported,E010_SOA_002,supported,证据中居民留言明确描述了施工噪音严重扰民、沟通无人理会、态度强横，与候选元组中的观点、情绪和依据完全一致。,0.9
